gAMPA,mean,stddev
0.002,0.836969696969697,0.0980620294311801
0.003,0.832558139534884,0.167377590443583
0.004,0.70365296803653,0.258650441205244
0.005,0.443859649122807,0.309398224648997
0.006,0.320306513409962,0.342220908822238
0.007,0.156140350877193,0.236016145113025
0.008,0.0696969696969697,0.156072187806808
0.009,0.0415300546448087,0.11347307360566
0.010,0.0128654970760234,0.0325834617978909
0.012,0.0065359477124183,0.0326732019606535
